symbol,id,state,settlement_time,strike_price,contract_type,settlement_dt,underlying_asset_symbol,source,product_id,mark_price,spot_price,oi,oi_value_usd,spot_ref,moneyness_dev
C-ETH-2380-010526,132810.0,expired,2026-05-01T12:00:00Z,2380,call_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.04181223832742557
P-ETH-2380-010526,132809.0,expired,2026-05-01T12:00:00Z,2380,put_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.04181223832742557
C-ETH-2180-010526,132791.0,expired,2026-05-01T12:00:00Z,2180,call_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.045735008590845484
C-ETH-2220-010526,132790.0,expired,2026-05-01T12:00:00Z,2220,call_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.028225559207191275
C-ETH-2240-010526,132789.0,expired,2026-05-01T12:00:00Z,2240,call_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.01947083451536417
C-ETH-2260-010526,132788.0,expired,2026-05-01T12:00:00Z,2260,call_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.010716109823537065
C-ETH-2280-010526,132787.0,expired,2026-05-01T12:00:00Z,2280,call_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.001961385131709959
C-ETH-2320-010526,132786.0,expired,2026-05-01T12:00:00Z,2320,call_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.015548064251944252
C-ETH-2340-010526,132785.0,expired,2026-05-01T12:00:00Z,2340,call_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.02430278894377136
C-ETH-2360-010526,132784.0,expired,2026-05-01T12:00:00Z,2360,call_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.033057513635598466
P-ETH-2180-010526,132783.0,expired,2026-05-01T12:00:00Z,2180,put_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.045735008590845484
P-ETH-2220-010526,132782.0,expired,2026-05-01T12:00:00Z,2220,put_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.028225559207191275
P-ETH-2240-010526,132781.0,expired,2026-05-01T12:00:00Z,2240,put_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.01947083451536417
P-ETH-2260-010526,132780.0,expired,2026-05-01T12:00:00Z,2260,put_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.010716109823537065
P-ETH-2280-010526,132779.0,expired,2026-05-01T12:00:00Z,2280,put_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.001961385131709959
P-ETH-2320-010526,132778.0,expired,2026-05-01T12:00:00Z,2320,put_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.015548064251944252
P-ETH-2340-010526,132777.0,expired,2026-05-01T12:00:00Z,2340,put_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.02430278894377136
P-ETH-2360-010526,132776.0,expired,2026-05-01T12:00:00Z,2360,put_options,2026-05-01 12:00:00+00:00,ETH,settled,,,,,,2284.48074657,0.033057513635598466
C-ETH-2180-300426,132736.0,expired,2026-04-30T12:00:00Z,2180,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.03454560853972978
P-ETH-2180-300426,132735.0,expired,2026-04-30T12:00:00Z,2180,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.03454560853972978
C-ETH-2200-300426,132721.0,expired,2026-04-30T12:00:00Z,2200,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.025688228801562164
P-ETH-2200-300426,132720.0,expired,2026-04-30T12:00:00Z,2200,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.025688228801562164
C-ETH-2200-150526,132717.0,expired,2026-05-15T12:00:00Z,2200,call_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.025277235963887548
P-ETH-2200-150526,132716.0,expired,2026-05-15T12:00:00Z,2200,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.025277235963887548
P-ETH-2160-300426,132698.0,expired,2026-04-30T12:00:00Z,2160,put_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.043402988277897396
C-ETH-2160-300426,132691.0,expired,2026-04-30T12:00:00Z,2160,call_options,2026-04-30 12:00:00+00:00,ETH,settled,,,,,,2258.00412664,0.043402988277897396
